IDNUMBER	structure	fmla structure	mol weight structure	nHA	nHD	CLogP	nRB	nRings	PSA	compound_name	Saltdata	inchikey	smiles	ID	inchi	Source1536wWell	volume [nL]	well_location	plate_id
P0103420052		C23H26N2O4	394.47467	4	2	4.2	10	3	80.4	ethyl 2-[[2-(4-ethylphenoxy)acetyl]amino]-3-(1H-indol-3-yl)propanoate		HMCFYLGFQXNSOU-UHFFFAOYSA-N	CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)COc3ccc(CC)cc3	143	InChI=1S/C23H26N2O4/c1-3-16-9-11-18(12-10-16)29-15-22(26)25-21(23(27)28-4-2)13-17-14-24-20-8-6-5-7-19(17)20/h5-12,14,21,24H,3-4,13,15H2,1-2H3,(H,25,26)	Y26	100	F5	Peptide01
P1182420		C25H26N4O3S	462.57497	4	2	4.1	6	5	105.2	1-(1,1-dioxothiolan-3-yl)-N-[2-(1H-indol-3-yl)ethyl]-5-(p-tolyl)pyrazole-3-carboxamide		HJQZEHUWKLTEBJ-UHFFFAOYSA-N	Cc1ccc(cc1)c2cc(nn2C3CCS(=O)(=O)C3)C(=O)NCCc4c[nH]c5ccccc45	231	InChI=1S/C25H26N4O3S/c1-17-6-8-18(9-7-17)24-14-23(28-29(24)20-11-13-33(31,32)16-20)25(30)26-12-10-19-15-27-22-5-3-2-4-21(19)22/h2-9,14-15,20,27H,10-13,16H2,1H3,(H,26,30)	Y27	100	F6	Peptide01
P1159729		C18H17N5O3	351.36789	6	1	1.7	7	3	99.0	methyl rac-(2S)-3-phenyl-2-[[3-(tetrazol-1-yl)benzoyl]amino]propanoate		GBPWRJFQYIPTAV-INIZCTEOSA-N	COC(=O)[C@H](Cc1ccccc1)NC(=O)c2cccc(c2)n3cnnn3	319	InChI=1S/C18H17N5O3/c1-26-18(25)16(10-13-6-3-2-4-7-13)20-17(24)14-8-5-9-15(11-14)23-12-19-21-22-23/h2-9,11-12,16H,10H2,1H3,(H,20,24)/t16-/m0/s1	Y28	100	F6	Peptide01
P7112905285		C26H24N2O6	460.49098	6	2	3.8	10	3	110.8	ethyl 2-[[3-[(2-ethoxycarbonylphenyl)carbamoyl]benzoyl]amino]benzoate		JMRRTKOTYASKOB-UHFFFAOYSA-N	CCOC(=O)c1ccccc1NC(=O)c2cccc(c2)C(=O)Nc3ccccc3C(=O)OCC	63	InChI=1S/C26H24N2O6/c1-3-33-25(31)19-12-5-7-14-21(19)27-23(29)17-10-9-11-18(16-17)24(30)28-22-15-8-6-13-20(22)26(32)34-4-2/h5-16H,3-4H2,1-2H3,(H,27,29)(H,28,30)	Y29	100	F6	Peptide01
P0125160070		C14H11N3O4	285.26147	5	2	0.4	4	3	103.4	2-(1,3-dioxoisoindolin-2-yl)-3-(1H-imidazol-4-yl)propanoic acid		CTUUVOUXZNQMSU-UHFFFAOYSA-N	OC(=O)C(Cc1c[nH]cn1)N2C(=O)c3ccccc3C2=O	151	InChI=1S/C14H11N3O4/c18-12-9-3-1-2-4-10(9)13(19)17(12)11(14(20)21)5-8-6-15-7-16-8/h1-4,6-7,11H,5H2,(H,15,16)(H,20,21)	Y30	100	F6	Peptide01
P7119850022		C18H17N3O7S	419.41609	7	3	2.4	8	3	162.7	3-(1H-indol-3-yl)-2-[(4-methoxy-3-nitro-phenyl)sulfonylamino]propanoic acid		UHSDHJXMDMOPSP-UHFFFAOYSA-N	COc1ccc(cc1[N+](=O)[O-])S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O	239	InChI=1S/C18H17N3O7S/c1-28-17-7-6-12(9-16(17)21(24)25)29(26,27)20-15(18(22)23)8-11-10-19-14-5-3-2-4-13(11)14/h2-7,9-10,15,19-20H,8H2,1H3,(H,22,23)	Y31	100	F6	Peptide01
P6243655		C19H21N3O4	355.39692	5	2	1.8	6	3	99.1	rac-(2S)-2-[[2-(3-oxo-5,6,7,8-tetrahydrocinnolin-2-yl)acetyl]amino]-3-phenyl-propanoic acid		LPAVZNSKIJSMMI-INIZCTEOSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)CN2N=C3CCCCC3=CC2=O	327	InChI=1S/C19H21N3O4/c23-17(20-16(19(25)26)10-13-6-2-1-3-7-13)12-22-18(24)11-14-8-4-5-9-15(14)21-22/h1-3,6-7,11,16H,4-5,8-10,12H2,(H,20,23)(H,25,26)/t16-/m0/s1	Y32	100	F6	Peptide01
P1094931		C19H20N2O5	356.38165	5	2	2.5	8	2	93.7	methyl 2-[[rac-(1S)-1-benzyl-2-methoxy-2-oxo-ethyl]carbamoylamino]benzoate		LDPLLYGJCSMNAC-INIZCTEOSA-N	COC(=O)[C@H](Cc1ccccc1)NC(=O)Nc2ccccc2C(=O)OC	71	InChI=1S/C19H20N2O5/c1-25-17(22)14-10-6-7-11-15(14)20-19(24)21-16(18(23)26-2)12-13-8-4-3-5-9-13/h3-11,16H,12H2,1-2H3,(H2,20,21,24)/t16-/m0/s1	Y33	100	F6	Peptide01
P7110950741		C20H20N2O5	368.3928	5	3	2.7	8	3	100.7	3-(1H-indol-3-yl)-2-[[2-(4-methoxyphenoxy)acetyl]amino]propanoic acid		RMEDAXOWLFADFH-UHFFFAOYSA-N	COc1ccc(OCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)cc1	159	InChI=1S/C20H20N2O5/c1-26-14-6-8-15(9-7-14)27-12-19(23)22-18(20(24)25)10-13-11-21-17-5-3-2-4-16(13)17/h2-9,11,18,21H,10,12H2,1H3,(H,22,23)(H,24,25)	Y34	100	F6	Peptide01
P3644477		C16H23NO3	277.36661	4	2	2.4	7	2	58.6	methyl 1-[(1-benzyl-2-hydroxy-ethyl)amino]cyclopentanecarboxylate		GWYLMNQBOMEKHH-UHFFFAOYSA-N	COC(=O)C1(CCCC1)NC(CO)Cc2ccccc2	247	InChI=1S/C16H23NO3/c1-20-15(19)16(9-5-6-10-16)17-14(12-18)11-13-7-3-2-4-8-13/h2-4,7-8,14,17-18H,5-6,9-12H2,1H3	Y35	100	F7	Peptide01
P1652921		C19H28N2O2	316.44721	2	1	3.0	6	2	49.4	2-phenyl-N-[rac-(1S)-3-methyl-1-(piperidine-1-carbonyl)butyl]acetamide		DNOBYJATMILVPI-KRWDZBQOSA-N	CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N2CCCCC2	335	InChI=1S/C19H28N2O2/c1-15(2)13-17(19(23)21-11-7-4-8-12-21)20-18(22)14-16-9-5-3-6-10-16/h3,5-6,9-10,15,17H,4,7-8,11-14H2,1-2H3,(H,20,22)/t17-/m0/s1	Y36	100	F7	Peptide01
P0127442801		C23H24N2O	344.46053	3	1	5.0	5	4	26.7	4-(1,3-dibenzylimidazolidin-2-yl)phenol		NYHYIUDGOIGOCH-UHFFFAOYSA-N	Oc1ccc(cc1)C2N(Cc3ccccc3)CCN2Cc4ccccc4	79	InChI=1S/C23H24N2O/c26-22-13-11-21(12-14-22)23-24(17-19-7-3-1-4-8-19)15-16-25(23)18-20-9-5-2-6-10-20/h1-14,23,26H,15-18H2	Y37	100	F7	Peptide01
P7020554652		C20H18BrN3O3	428.28876	3	2	3.6	6	3	84.2	N-[(1S)-1-benzyl-2-[(5-methylisoxazol-3-yl)amino]-2-oxo-ethyl]-3-bromo-benzamide		NSYWWICCUQGTRU-KRWDZBQOSA-N	Cc1onc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c3cccc(Br)c3)c1	167	InChI=1S/C20H18BrN3O3/c1-13-10-18(24-27-13)23-20(26)17(11-14-6-3-2-4-7-14)22-19(25)15-8-5-9-16(21)12-15/h2-10,12,17H,11H2,1H3,(H,22,25)(H,23,24,26)/t17-/m0/s1	Y38	100	F7	Peptide01
P1305273		C21H24N2O2	336.43763	2	2	4.0	6	3	54.1	N-[2-(1H-indol-3-yl)-2-(4-methoxyphenyl)ethyl]-2-methyl-propanamide		MNNWQVZQAQNJCE-UHFFFAOYSA-N	COc1ccc(cc1)C(CNC(=O)C(C)C)c2c[nH]c3ccccc23	255	InChI=1S/C21H24N2O2/c1-14(2)21(24)23-12-18(15-8-10-16(25-3)11-9-15)19-13-22-20-7-5-4-6-17(19)20/h4-11,13-14,18,22H,12H2,1-3H3,(H,23,24)	Y39	100	F7	Peptide01
P7542241		C16H31N3O2	297.44437	2	1	1.7	6	1	52.7	1,1-diethyl-3-[1-(2-ethylbutanoyl)-4-piperidyl]urea		PJZFALCDWZIXCJ-UHFFFAOYSA-N	CCC(CC)C(=O)N1CCC(CC1)NC(=O)N(CC)CC	343	InChI=1S/C16H31N3O2/c1-5-13(6-2)15(20)19-11-9-14(10-12-19)17-16(21)18(7-3)8-4/h13-14H,5-12H2,1-4H3,(H,17,21)	Y40	100	F7	Peptide01
P1098940		C21H21N3O6	411.41802	6	4	1.7	8	3	136.0	rac-(2S)-2-[4-(2,4-dioxo-1H-quinazolin-3-yl)butanoylamino]-3-(4-hydroxyphenyl)propanoic acid		OWTFPWHQKXEPHT-KRWDZBQOSA-N	OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCCN2C(=O)Nc3ccccc3C2=O	87	InChI=1S/C21H21N3O6/c25-14-9-7-13(8-10-14)12-17(20(28)29)22-18(26)6-3-11-24-19(27)15-4-1-2-5-16(15)23-21(24)30/h1-2,4-5,7-10,17,25H,3,6,11-12H2,(H,22,26)(H,23,30)(H,28,29)/t17-/m0/s1	Y41	100	F7	Peptide01
P7020556581		C21H27ClN2O5S	454.97674	6	1	2.7	8	4	85.5	N-[2-(1,3-benzodioxol-5-yl)-2-morpholino-ethyl]-2-phenyl-ethanesulfonamide;hydrochloride	HCl	GPEYRPUGTXGUIU-UHFFFAOYSA-N	Cl.O=S(=O)(CCc1ccccc1)NCC(N2CCOCC2)c3ccc4OCOc4c3	175	InChI=1S/C21H26N2O5S.ClH/c24-29(25,13-8-17-4-2-1-3-5-17)22-15-19(23-9-11-26-12-10-23)18-6-7-20-21(14-18)28-16-27-20;/h1-7,14,19,22H,8-13,15-16H2;1H	Y42	100	F7	Peptide01
P1305493		C25H24N2O2	384.48223	2	2	4.9	7	4	54.1	N-[2-(1H-indol-3-yl)-2-phenyl-ethyl]-2-(2-methylphenoxy)acetamide		LHESKRNGFNTJPW-UHFFFAOYSA-N	Cc1ccccc1OCC(=O)NCC(c2ccccc2)c3c[nH]c4ccccc34	263	InChI=1S/C25H24N2O2/c1-18-9-5-8-14-24(18)29-17-25(28)27-15-21(19-10-3-2-4-11-19)22-16-26-23-13-7-6-12-20(22)23/h2-14,16,21,26H,15,17H2,1H3,(H,27,28)	Y43	100	F8	Peptide01
P6248847		C19H20N2O6S	404.44505	6	3	2.5	8	3	126.1	2-[(2,5-dimethoxyphenyl)sulfonylamino]-3-(1H-indol-3-yl)propanoic acid		DTFMAJGTECLGTR-UHFFFAOYSA-N	COc1ccc(OC)c(c1)S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O	351	InChI=1S/C19H20N2O6S/c1-26-13-7-8-17(27-2)18(10-13)28(24,25)21-16(19(22)23)9-12-11-20-15-6-4-3-5-14(12)15/h3-8,10-11,16,20-21H,9H2,1-2H3,(H,22,23)	Y44	100	F8	Peptide01
P6248791		C23H26N2O4S	426.53867	4	3	4.7	7	4	107.6	2-[(4-cyclohexylphenyl)sulfonylamino]-3-(1H-indol-3-yl)propanoic acid		LVTRVDMOFYWPFQ-UHFFFAOYSA-N	OC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)C4CCCCC4	359	InChI=1S/C23H26N2O4S/c26-23(27)22(14-18-15-24-21-9-5-4-8-20(18)21)25-30(28,29)19-12-10-17(11-13-19)16-6-2-1-3-7-16/h4-5,8-13,15-16,22,24-25H,1-3,6-7,14H2,(H,26,27)	Z1	100	F8	Peptide01
P2195427		C21H26N2O3	354.45297	3	2	2.6	9	2	67.4	N-[1-benzyl-2-(3-methoxypropylamino)-2-oxo-ethyl]-4-methyl-benzamide		TXKPXWXKXICPCF-UHFFFAOYSA-N	COCCCNC(=O)C(Cc1ccccc1)NC(=O)c2ccc(C)cc2	447	InChI=1S/C21H26N2O3/c1-16-9-11-18(12-10-16)20(24)23-19(15-17-7-4-3-5-8-17)21(25)22-13-6-14-26-2/h3-5,7-12,19H,6,13-15H2,1-2H3,(H,22,25)(H,23,24)	Z2	100	F8	Peptide01
P2195927		C21H32N2O4	376.50019	4	2	3.2	10	1	84.5	methyl 3-[[2-[(4-tert-butylbenzoyl)amino]-4-methyl-pentanoyl]amino]propanoate		GMYDMSXXXWXWSI-UHFFFAOYSA-N	COC(=O)CCNC(=O)C(CC(C)C)NC(=O)c1ccc(cc1)C(C)(C)C	535	InChI=1S/C21H32N2O4/c1-14(2)13-17(20(26)22-12-11-18(24)27-6)23-19(25)15-7-9-16(10-8-15)21(3,4)5/h7-10,14,17H,11-13H2,1-6H3,(H,22,26)(H,23,25)	Z3	100	F8	Peptide01
P1307067		C18H20N2OS	312.4369	1	1	4.0	4	3	64.3	N-[1H-indol-3-yl(2-thienyl)methyl]-N,2-dimethyl-propanamide		MQABNDKLHCRMMY-UHFFFAOYSA-N	CC(C)C(=O)N(C)C(c1cccs1)c2c[nH]c3ccccc23	623	InChI=1S/C18H20N2OS/c1-12(2)18(21)20(3)17(16-9-6-10-22-16)14-11-19-15-8-5-4-7-13(14)15/h4-12,17,19H,1-3H3	Z4	100	F8	Peptide01
P11184875		C18H23N3O5	361.40111	5	3	1.2	7	2	115.8	rac-(2S,3R)-3-methyl-2-[3-(1-methyl-2,3-dioxo-4H-quinoxalin-6-yl)propanoylamino]pentanoic acid		GLSFMMUKXMHICG-BMIGLBTASA-N	CC[C@@H](C)[C@H](NC(=O)CCc1ccc2N(C)C(=O)C(=O)Nc2c1)C(=O)O	367	InChI=1S/C18H23N3O5/c1-4-10(2)15(18(25)26)20-14(22)8-6-11-5-7-13-12(9-11)19-16(23)17(24)21(13)3/h5,7,9-10,15H,4,6,8H2,1-3H3,(H,19,23)(H,20,22)(H,25,26)/t10-,15+/m1/s1	Z5	100	F8	Peptide01
P2195696		C24H30N2O4	410.5177	4	2	3.5	10	2	84.5	methyl 3-[[2-[(4-tert-butylbenzoyl)amino]-3-phenyl-propanoyl]amino]propanoate		FOKDUBXGOGPURB-UHFFFAOYSA-N	COC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)c2ccc(cc2)C(C)(C)C	455	InChI=1S/C24H30N2O4/c1-24(2,3)19-12-10-18(11-13-19)22(28)26-20(16-17-8-6-5-7-9-17)23(29)25-15-14-21(27)30-4/h5-13,20H,14-16H2,1-4H3,(H,25,29)(H,26,28)	Z6	100	F8	Peptide01
P1310235		C26H26N2O3	414.50872	3	1	5.0	7	4	54.6	N-[1H-indol-3-yl-(4-methoxyphenyl)methyl]-N-methyl-2-(3-methylphenoxy)acetamide		NOGRAFJMUXMYIA-UHFFFAOYSA-N	COc1ccc(cc1)C(N(C)C(=O)COc2cccc(C)c2)c3c[nH]c4ccccc34	543	InChI=1S/C26H26N2O3/c1-18-7-6-8-21(15-18)31-17-25(29)28(2)26(19-11-13-20(30-3)14-12-19)23-16-27-24-10-5-4-9-22(23)24/h4-16,26-27H,17H2,1-3H3	Z7	100	F9	Peptide01
P1307068		C23H22N2O2S	390.50799	2	1	4.9	6	4	73.6	N-[1H-indol-3-yl(2-thienyl)methyl]-N-methyl-2-(3-methylphenoxy)acetamide		BEWYYFQTACSGFU-UHFFFAOYSA-N	CN(C(c1cccs1)c2c[nH]c3ccccc23)C(=O)COc4cccc(C)c4	631	InChI=1S/C23H22N2O2S/c1-16-7-5-8-17(13-16)27-15-22(26)25(2)23(21-11-6-12-28-21)19-14-24-20-10-4-3-9-18(19)20/h3-14,23-24H,15H2,1-2H3	Z8	100	F9	Peptide01
P6237059		C17H20N4O4S	376.43735	5	4	1.1	9	2	162.6	rac-(2R)-2-[[2-(2-phenylthiazol-4-yl)acetyl]amino]-5-ureido-pentanoic acid		SUAREUWTIOWSFF-CYBMUJFWSA-N	NC(=O)NCCC[C@@H](NC(=O)Cc1csc(n1)c2ccccc2)C(=O)O	375	InChI=1S/C17H20N4O4S/c18-17(25)19-8-4-7-13(16(23)24)21-14(22)9-12-10-26-15(20-12)11-5-2-1-3-6-11/h1-3,5-6,10,13H,4,7-9H2,(H,21,22)(H,23,24)(H3,18,19,25)/t13-/m1/s1	Z9	100	F9	Peptide01
P2195695		C25H32N2O4	424.54479	4	2	3.8	11	2	84.5	methyl 4-[[2-[(4-tert-butylbenzoyl)amino]-3-phenyl-propanoyl]amino]butanoate		OVQXGMPPEVRBRH-UHFFFAOYSA-N	COC(=O)CCCNC(=O)C(Cc1ccccc1)NC(=O)c2ccc(cc2)C(C)(C)C	463	InChI=1S/C25H32N2O4/c1-25(2,3)20-14-12-19(13-15-20)23(29)27-21(17-18-9-6-5-7-10-18)24(30)26-16-8-11-22(28)31-4/h5-7,9-10,12-15,21H,8,11,16-17H2,1-4H3,(H,26,30)(H,27,29)	Z10	100	F9	Peptide01
P6138277		C21H21NO4	351.40582	3	2	3.9	6	3	79.5	2-[[2-(5,6-dimethylbenzofuran-3-yl)acetyl]amino]-3-phenyl-propanoic acid		WWAQFGPKRXYHBE-UHFFFAOYSA-N	Cc1cc2occ(CC(=O)NC(Cc3ccccc3)C(=O)O)c2cc1C	551	InChI=1S/C21H21NO4/c1-13-8-17-16(12-26-19(17)9-14(13)2)11-20(23)22-18(21(24)25)10-15-6-4-3-5-7-15/h3-9,12,18H,10-11H2,1-2H3,(H,22,23)(H,24,25)	Z11	100	F9	Peptide01
P1309973		C25H24N2O3	400.48163	3	1	4.6	7	4	54.6	N-[1H-indol-3-yl-(4-methoxyphenyl)methyl]-N-methyl-2-phenoxy-acetamide		CANIJABCNRJCFR-UHFFFAOYSA-N	COc1ccc(cc1)C(N(C)C(=O)COc2ccccc2)c3c[nH]c4ccccc34	639	InChI=1S/C25H24N2O3/c1-27(24(28)17-30-20-8-4-3-5-9-20)25(18-12-14-19(29-2)15-13-18)22-16-26-23-11-7-6-10-21(22)23/h3-16,25-26H,17H2,1-2H3	Z12	100	F9	Peptide01
P1122589		C15H20N2O3	276.33825	3	2	2.4	4	2	69.6	rac-(2S)-2-(indoline-1-carbonylamino)-4-methyl-pentanoic acid		ZIGFLLFEYRMVGX-LBPRGKRZSA-N	CC(C)C[C@H](NC(=O)N1CCc2ccccc12)C(=O)O	383	InChI=1S/C15H20N2O3/c1-10(2)9-12(14(18)19)16-15(20)17-8-7-11-5-3-4-6-13(11)17/h3-6,10,12H,7-9H2,1-2H3,(H,16,20)(H,18,19)/t12-/m0/s1	Z13	100	F9	Peptide01
P2195370		C18H21ClN4O3S	408.91007	6	2	2.4	9	2	118.5	N-[1-benzyl-2-(2-methoxyethylamino)-2-oxo-ethyl]-5-chloro-2-methylsulfanyl-pyrimidine-4-carboxamide		JATQJDWRKDDGHT-UHFFFAOYSA-N	COCCNC(=O)C(Cc1ccccc1)NC(=O)c2nc(SC)ncc2Cl	471	InChI=1S/C18H21ClN4O3S/c1-26-9-8-20-16(24)14(10-12-6-4-3-5-7-12)22-17(25)15-13(19)11-21-18(23-15)27-2/h3-7,11,14H,8-10H2,1-2H3,(H,20,24)(H,22,25)	Z14	100	F9	Peptide01
P1310458		C25H23N3O	381.48156	3	0	4.9	5	4	36.4	N-[[4-(dimethylamino)phenyl]methyl]-N-(2-pyridyl)naphthalene-1-carboxamide		YUMJMVTVLIGWLJ-UHFFFAOYSA-N	CN(C)c1ccc(CN(C(=O)c2cccc3ccccc23)c4ccccn4)cc1	559	InChI=1S/C25H23N3O/c1-27(2)21-15-13-19(14-16-21)18-28(24-12-5-6-17-26-24)25(29)23-11-7-9-20-8-3-4-10-22(20)23/h3-17H,18H2,1-2H3	Z15	100	F10	Peptide01
P1305270		C24H21FN2O2	388.44557	2	2	4.8	6	4	54.1	2-fluoro-N-[2-(1H-indol-3-yl)-2-(4-methoxyphenyl)ethyl]benzamide		VLELJZSJHCYMLT-UHFFFAOYSA-N	COc1ccc(cc1)C(CNC(=O)c2ccccc2F)c3c[nH]c4ccccc34	647	InChI=1S/C24H21FN2O2/c1-29-17-12-10-16(11-13-17)20(21-15-26-23-9-5-3-6-18(21)23)14-27-24(28)19-7-2-4-8-22(19)25/h2-13,15,20,26H,14H2,1H3,(H,27,28)	Z16	100	F10	Peptide01
P7570635		C15H16N2O5	304.30517	5	4	1.0	7	2	119.5	4-[[1-carboxy-2-(1H-indol-3-yl)ethyl]amino]-4-oxo-butanoic acid		SIZZGLHHFQZDEC-UHFFFAOYSA-N	OC(=O)CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	391	InChI=1S/C15H16N2O5/c18-13(5-6-14(19)20)17-12(15(21)22)7-9-8-16-11-4-2-1-3-10(9)11/h1-4,8,12,16H,5-7H2,(H,17,18)(H,19,20)(H,21,22)	Z17	100	F10	Peptide01
P2195225		C17H23ClN2O4	354.83686	4	2	2.4	9	1	84.5	methyl 3-[[2-[(4-chlorobenzoyl)amino]-4-methyl-pentanoyl]amino]propanoate		HHWPNVJKVYUHED-UHFFFAOYSA-N	COC(=O)CCNC(=O)C(CC(C)C)NC(=O)c1ccc(Cl)cc1	479	InChI=1S/C17H23ClN2O4/c1-11(2)10-14(17(23)19-9-8-15(21)24-3)20-16(22)12-4-6-13(18)7-5-12/h4-7,11,14H,8-10H2,1-3H3,(H,19,23)(H,20,22)	Z18	100	F10	Peptide01
P2189191		C25H27NO6	437.49704	6	1	3.9	10	3	77.5	N-[2-hydroxy-3-(4-methoxyphenoxy)propyl]-4-methoxy-N-(4-methoxyphenyl)benzamide		CHOZKLUTVJBLLF-UHFFFAOYSA-N	COc1ccc(OCC(O)CN(C(=O)c2ccc(OC)cc2)c3ccc(OC)cc3)cc1	567	InChI=1S/C25H27NO6/c1-29-21-8-4-18(5-9-21)25(28)26(19-6-10-22(30-2)11-7-19)16-20(27)17-32-24-14-12-23(31-3)13-15-24/h4-15,20,27H,16-17H2,1-3H3	Z19	100	F10	Peptide01
P1306929		C23H22N2O3S	406.50739	3	1	4.4	7	4	82.8	N-[1H-indol-3-yl(2-thienyl)methyl]-2-(2-methoxyphenoxy)-N-methyl-acetamide		UMXDHOYRZISANE-UHFFFAOYSA-N	COc1ccccc1OCC(=O)N(C)C(c2cccs2)c3c[nH]c4ccccc34	655	InChI=1S/C23H22N2O3S/c1-25(22(26)15-28-20-11-6-5-10-19(20)27-2)23(21-12-7-13-29-21)17-14-24-18-9-4-3-8-16(17)18/h3-14,23-24H,15H2,1-2H3	Z20	100	F10	Peptide01
P11569462		C16H24N4O4	336.39408	5	4	-0.1	7	2	110.8	N-[1-(hydroxymethyl)-2-methyl-butyl]-3-(5-methyl-2,7-dioxo-1,4-dihydropyrazolo[1,5-a]pyrimidin-6-yl)propanamide		HYNYKFOMMSWFBJ-BXKDBHETSA-N	CC[C@@H](C)[C@@H](CO)NC(=O)CCC1=C(C)NC2=CC(=O)N[N@@]2C1=O	399	InChI=1S/C16H24N4O4/c1-4-9(2)12(8-21)18-14(22)6-5-11-10(3)17-13-7-15(23)19-20(13)16(11)24/h7,9,12,17,21H,4-6,8H2,1-3H3,(H,18,22)(H,19,23)/t9-,12-/m1/s1	Z21	100	F10	Peptide01
P2195275		C21H24N2O5	384.43583	5	2	2.1	10	2	93.7	methyl 3-[[2-[(4-methoxybenzoyl)amino]-3-phenyl-propanoyl]amino]propanoate		RUZIONZEFAYPFX-UHFFFAOYSA-N	COC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)c2ccc(OC)cc2	487	InChI=1S/C21H24N2O5/c1-27-17-10-8-16(9-11-17)20(25)23-18(14-15-6-4-3-5-7-15)21(26)22-13-12-19(24)28-2/h3-11,18H,12-14H2,1-2H3,(H,22,26)(H,23,25)	Z22	100	F10	Peptide01
P1310229		C25H23FN2O3	418.47206	3	1	4.8	7	4	54.6	2-(4-fluorophenoxy)-N-[1H-indol-3-yl-(4-methoxyphenyl)methyl]-N-methyl-acetamide		HTBAKDWSXHLESP-UHFFFAOYSA-N	COc1ccc(cc1)C(N(C)C(=O)COc2ccc(F)cc2)c3c[nH]c4ccccc34	575	InChI=1S/C25H23FN2O3/c1-28(24(29)16-31-20-13-9-18(26)10-14-20)25(17-7-11-19(30-2)12-8-17)22-15-27-23-6-4-3-5-21(22)23/h3-15,25,27H,16H2,1-2H3	Z23	100	F11	Peptide01
P1307044		C22H19FN2O2S	394.47133	2	1	4.6	6	4	73.6	2-(4-fluorophenoxy)-N-[1H-indol-3-yl(2-thienyl)methyl]-N-methyl-acetamide		AFZNMIWQLZFBKP-UHFFFAOYSA-N	CN(C(c1cccs1)c2c[nH]c3ccccc23)C(=O)COc4ccc(F)cc4	663	InChI=1S/C22H19FN2O2S/c1-25(21(26)14-27-16-10-8-15(23)9-11-16)22(20-7-4-12-28-20)18-13-24-19-6-3-2-5-17(18)19/h2-13,22,24H,14H2,1H3	Z24	100	F11	Peptide01
P3460016		C13H24N4O3	284.36123	4	4	-0.9	7	1	113.3	rac-(2S)-N-[rac-(1S)-1-[(2-amino-2-oxo-ethyl)carbamoyl]-3-methyl-butyl]pyrrolidine-2-carboxamide		NOOJLZTTWSNHOX-UWVGGRQHSA-N	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)NCC(=O)N	407	InChI=1S/C13H24N4O3/c1-8(2)6-10(12(19)16-7-11(14)18)17-13(20)9-4-3-5-15-9/h8-10,15H,3-7H2,1-2H3,(H2,14,18)(H,16,19)(H,17,20)/t9-,10-/m0/s1	Z25	100	F11	Peptide01
P2194872		C20H25ClN4O2S2	453.02885	6	2	3.7	10	2	134.6	5-chloro-2-ethylsulfanyl-N-[3-methylsulfanyl-1-(p-tolylmethylcarbamoyl)propyl]pyrimidine-4-carboxamide		AALLEWUCWSEWPN-UHFFFAOYSA-N	CCSc1ncc(Cl)c(n1)C(=O)NC(CCSC)C(=O)NCc2ccc(C)cc2	495	InChI=1S/C20H25ClN4O2S2/c1-4-29-20-23-12-15(21)17(25-20)19(27)24-16(9-10-28-3)18(26)22-11-14-7-5-13(2)6-8-14/h5-8,12,16H,4,9-11H2,1-3H3,(H,22,26)(H,24,27)	Z26	100	F11	Peptide01
P1306341		C21H18N2OS	346.45441	1	2	4.5	5	4	73.1	N-[2-(1H-indol-3-yl)-2-phenyl-ethyl]thiophene-2-carboxamide		OHCDEUBPASYAPI-UHFFFAOYSA-N	O=C(NCC(c1ccccc1)c2c[nH]c3ccccc23)c4cccs4	583	InChI=1S/C21H18N2OS/c24-21(20-11-6-12-25-20)23-13-17(15-7-2-1-3-8-15)18-14-22-19-10-5-4-9-16(18)19/h1-12,14,17,22H,13H2,(H,23,24)	Z27	100	F11	Peptide01
P1305254		C21H17ClN2O2	364.83484	1	2	4.6	5	4	58.0	N-[2-(2-chlorophenyl)-2-(1H-indol-3-yl)ethyl]furan-2-carboxamide		VNCSZWVYWRDHJA-UHFFFAOYSA-N	Clc1ccccc1C(CNC(=O)c2occc2)c3c[nH]c4ccccc34	671	InChI=1S/C21H17ClN2O2/c22-18-8-3-1-6-14(18)16(13-24-21(25)20-10-5-11-26-20)17-12-23-19-9-4-2-7-15(17)19/h1-12,16,23H,13H2,(H,24,25)	Z28	100	F11	Peptide01
